company,industry,year,document_title,document_type,official_source,url,access_date,local_source_path,local_pdf_path,local_text_path,notes
NVIDIA,Technology / digital platforms,2019,NVIDIA 2019 annual report / annual review,annual_report_pdf,NVIDIA Investor Relations,https://s201.q4cdn.com/141608511/files/doc_financials/2019/ar/2019-annual-report-insert-web-ir-update.pdf,2026-04-16,,01_raw_sources/nvidia/annual_reports/nvidia_2019_annual_report.pdf,02_extracted_text/nvidia/nvidia_2019_annual_report.txt,Official NVIDIA investor-relations annual report/annual review PDF from archive page. sha256=1ba10cff6c9f8baa63d28f6cc33c25846e895764581d913cd3859cc72da18ef4; bytes=26794631; pages=149; text_chars=535544; narrative_check=contains CEO-letter/narrative address language; markers=addressed to NVIDIANs/stakeholders; Jensen Huang named; CEO/founder signature language; annual-review narrative format.
NVIDIA,Technology / digital platforms,2019,"Nvidia Form 10-K annual report, fiscal 2019",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000023/nvda-2019x10k.htm,2026-04-16,01_raw_sources/nvidia/annual_reports/nvidia_2019_sec_10k.html,,02_extracted_text/nvidia/nvidia_2019_sec_10k.txt,Downloaded from SEC EDGAR; accession 0001045810-19-000023; filing date 2019-02-21; downloaded 2307790 bytes.
NVIDIA,Technology / digital platforms,2020,NVIDIA 2020 annual report / annual review,annual_report_pdf,NVIDIA Investor Relations,https://s201.q4cdn.com/141608511/files/doc_financials/2020/ar/2020-annual-report-insert-web-ir-update.pdf,2026-04-16,,01_raw_sources/nvidia/annual_reports/nvidia_2020_annual_report.pdf,02_extracted_text/nvidia/nvidia_2020_annual_report.txt,Official NVIDIA investor-relations annual report/annual review PDF from archive page. sha256=ca052deba61b1c08d9bdeaf21e5cf4c313f387150d5c8cc02078570209f5b267; bytes=23826716; pages=180; text_chars=719717; narrative_check=contains CEO-letter/narrative address language; markers=addressed to NVIDIANs/stakeholders; Jensen Huang named; CEO/founder signature language; annual-review narrative format.
NVIDIA,Technology / digital platforms,2020,"Nvidia Form 10-K annual report, fiscal 2020",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000010/nvda-2020x10k.htm,2026-04-16,01_raw_sources/nvidia/annual_reports/nvidia_2020_sec_10k.html,,02_extracted_text/nvidia/nvidia_2020_sec_10k.txt,Downloaded from SEC EDGAR; accession 0001045810-20-000010; filing date 2020-02-20; downloaded 2655153 bytes.
NVIDIA,Technology / digital platforms,2021,NVIDIA 2021 annual report / annual review,annual_report_pdf,NVIDIA Investor Relations,https://s201.q4cdn.com/141608511/files/doc_financials/2021/ar/2021-annual-report-insert-web-ir-update.pdf,2026-04-16,,01_raw_sources/nvidia/annual_reports/nvidia_2021_annual_report.pdf,02_extracted_text/nvidia/nvidia_2021_annual_report.txt,Official NVIDIA investor-relations annual report/annual review PDF from archive page. sha256=3771ab7b69a2a0f308a1669e58dbc4f13146a00e7131ef042235b6d39202e72c; bytes=45161350; pages=166; text_chars=554152; narrative_check=contains CEO-letter/narrative address language; markers=addressed to NVIDIANs/stakeholders; Jensen Huang named; CEO/founder signature language; annual-review narrative format.
NVIDIA,Technology / digital platforms,2021,"Nvidia Form 10-K annual report, fiscal 2021",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000010/nvda-20210131.htm,2026-04-16,01_raw_sources/nvidia/annual_reports/nvidia_2021_sec_10k.html,,02_extracted_text/nvidia/nvidia_2021_sec_10k.txt,Downloaded from SEC EDGAR; accession 0001045810-21-000010; filing date 2021-02-26; downloaded 2511662 bytes.
NVIDIA,Technology / digital platforms,2022,NVIDIA 2022 annual report / annual review,annual_report_pdf,NVIDIA Investor Relations,https://s201.q4cdn.com/141608511/files/doc_financials/2022/ar/2022-Annual-Review.pdf,2026-04-16,,01_raw_sources/nvidia/annual_reports/nvidia_2022_annual_report.pdf,02_extracted_text/nvidia/nvidia_2022_annual_report.txt,Official NVIDIA investor-relations annual report/annual review PDF from archive page. sha256=fc9da67f18d3ab5fbf0ffaa70ff652a23f501976bb3369a71f2fdaa1d87b1815; bytes=22363773; pages=207; text_chars=705844; narrative_check=contains CEO-letter/narrative address language; markers=addressed to NVIDIANs/stakeholders; Jensen Huang named; CEO/founder signature language; annual-review narrative format.
NVIDIA,Technology / digital platforms,2022,"Nvidia Form 10-K annual report, fiscal 2022",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/1045810/000104581022000036/nvda-20220130.htm,2026-04-16,01_raw_sources/nvidia/annual_reports/nvidia_2022_sec_10k.html,,02_extracted_text/nvidia/nvidia_2022_sec_10k.txt,Downloaded from SEC EDGAR; accession 0001045810-22-000036; filing date 2022-03-18; downloaded 2548428 bytes.
NVIDIA,Technology / digital platforms,2023,NVIDIA 2023 annual report / annual review,annual_report_pdf,NVIDIA Investor Relations,https://s201.q4cdn.com/141608511/files/doc_financials/2023/ar/2023-Annual-Report-1.pdf,2026-04-16,,01_raw_sources/nvidia/annual_reports/nvidia_2023_annual_report.pdf,02_extracted_text/nvidia/nvidia_2023_annual_report.txt,Official NVIDIA investor-relations annual report/annual review PDF from archive page. sha256=7bbb6ec51fa8fea39f46cccb16153e3d290bcfd0507c4410bc0c1de71e3e764f; bytes=41968287; pages=169; text_chars=605537; narrative_check=contains CEO-letter/narrative address language; markers=addressed to NVIDIANs/stakeholders; Jensen Huang named; CEO/founder signature language; annual-review narrative format.
NVIDIA,Technology / digital platforms,2023,"Nvidia Form 10-K annual report, fiscal 2023",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000017/nvda-20230129.htm,2026-04-16,01_raw_sources/nvidia/annual_reports/nvidia_2023_sec_10k.html,,02_extracted_text/nvidia/nvidia_2023_sec_10k.txt,Downloaded from SEC EDGAR; accession 0001045810-23-000017; filing date 2023-02-24; downloaded 2669239 bytes.
NVIDIA,Technology / digital platforms,2024,NVIDIA 2024 annual report / annual review,annual_report_pdf,NVIDIA Investor Relations,https://s201.q4cdn.com/141608511/files/doc_financials/2024/ar/NVIDIA-2024-Annual-Report.pdf,2026-04-16,,01_raw_sources/nvidia/annual_reports/nvidia_2024_annual_report.pdf,02_extracted_text/nvidia/nvidia_2024_annual_report.txt,Official NVIDIA investor-relations annual report/annual review PDF from archive page. sha256=b0de35ded9da9463d5c33dce77cf9b2158b88cf666f144646d0cc64af23c5960; bytes=34826878; pages=187; text_chars=651471; narrative_check=contains CEO-letter/narrative address language; markers=addressed to NVIDIANs/stakeholders; Jensen Huang named; CEO/founder signature language; annual-review narrative format.
NVIDIA,Technology / digital platforms,2024,"Nvidia Form 10-K annual report, fiscal 2024",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000029/nvda-20240128.htm,2026-04-16,01_raw_sources/nvidia/annual_reports/nvidia_2024_sec_10k.html,,02_extracted_text/nvidia/nvidia_2024_sec_10k.txt,Downloaded from SEC EDGAR; accession 0001045810-24-000029; filing date 2024-02-21; downloaded 2085566 bytes.
NVIDIA,Technology / digital platforms,2025,NVIDIA 2025 annual report / annual review,annual_report_pdf,NVIDIA Investor Relations,https://s201.q4cdn.com/141608511/files/doc_financials/2025/annual/NVIDIA-2025-Annual-Report.pdf,2026-04-16,,01_raw_sources/nvidia/annual_reports/nvidia_2025_annual_report.pdf,02_extracted_text/nvidia/nvidia_2025_annual_report.txt,Official NVIDIA investor-relations annual report/annual review PDF from archive page. sha256=757b344ab62ba282f6e44e0702e8ce5f190d88fb23b5e0a2beaf4cb277a395cc; bytes=49970589; pages=181; text_chars=680262; narrative_check=contains CEO-letter/narrative address language; markers=addressed to NVIDIANs/stakeholders; Jensen Huang named; CEO/founder signature language; annual-review narrative format.
NVIDIA,Technology / digital platforms,2025,"Nvidia Form 10-K annual report, fiscal 2025",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000023/nvda-20250126.htm,2026-04-16,01_raw_sources/nvidia/annual_reports/nvidia_2025_sec_10k.html,,02_extracted_text/nvidia/nvidia_2025_sec_10k.txt,Downloaded from SEC EDGAR; accession 0001045810-25-000023; filing date 2025-02-26; downloaded 2067520 bytes.
NVIDIA,Technology / digital platforms,2025,NVIDIA 2025 Annual Review / CEO letter,ceo_letter_pdf,NVIDIA,https://images.nvidia.com/pdf/Annual-NVIDIA-CEO-Letter-2025.pdf?linkId=100000365055773,2026-04-16,01_raw_sources/nvidia/letters/nvidia_2025_ceo_letter.pdf,01_raw_sources/nvidia/letters/nvidia_2025_ceo_letter.pdf,02_extracted_text/nvidia/nvidia_2025_ceo_letter.txt,Official NVIDIA PDF; contains a signed May 2025 message from Jensen Huang addressed to NVIDIANs and stakeholders.
NVIDIA,Technology / digital platforms,2026,"Nvidia Form 10-K annual report, fiscal 2026",annual_report_sec_filing,SEC EDGAR company filing,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/nvda-20260125.htm,2026-04-16,01_raw_sources/nvidia/annual_reports/nvidia_2026_sec_10k.html,,02_extracted_text/nvidia/nvidia_2026_sec_10k.txt,Downloaded from SEC EDGAR; accession 0001045810-26-000021; filing date 2026-02-25; downloaded 1967816 bytes.
NVIDIA,Technology / digital platforms,archive,NVIDIA annual reports and proxies archive,investor_archive_page,NVIDIA Investor Relations,https://investor.nvidia.com/financial-info/annual-reports-and-proxies/default.aspx,2026-04-16,01_raw_sources/nvidia/investor_pages/nvidia_annual_reports_archive.html,,,"Archive was accessible through browser; direct shell download was blocked by Cloudflare, so direct Q4 CDN PDFs and SEC filings were used."
shell,Oil & gas / energy,2014,Shell Annual Report and Accounts 2014,annual_report_pdf,Shell Investor Relations,https://www.shell.com/investors/results-and-reporting/annual-report-archive/_jcr_content/root/main/section_812377294/tabs/tab_55706488/text_copy.multi.stream/1742905708495/23c7ba36f2a4223b7b42c48d8c13f7ba88a49050/shell-annual-report-2014.pdf,2026-04-16,01_raw_sources/shell/annual_reports/shell_2014_annual_report.pdf,01_raw_sources/shell/annual_reports/shell_2014_annual_report.pdf,02_extracted_text/shell/shell_2014_annual_report.txt,Official Shell annual report archive PDF; downloaded 1949757 bytes.
shell,Oil & gas / energy,2015,Shell Annual Report and Accounts 2015,annual_report_pdf,Shell Investor Relations,https://www.shell.com/investors/results-and-reporting/annual-report-archive/_jcr_content/root/main/section_812377294/tabs/tab_61705099_copy_234306435/text_copy.multi.stream/1742905718142/f5446aa830443e923e6bba2090ffdcb92d5c04b5/shell-annual-report-2015.pdf,2026-04-16,01_raw_sources/shell/annual_reports/shell_2015_annual_report.pdf,01_raw_sources/shell/annual_reports/shell_2015_annual_report.pdf,02_extracted_text/shell/shell_2015_annual_report.txt,Official Shell annual report archive PDF; downloaded 2482829 bytes.
shell,Oil & gas / energy,2016,Shell Annual Report and Accounts 2016,annual_report_pdf,Shell Investor Relations,https://www.shell.com/investors/results-and-reporting/annual-report-archive/_jcr_content/root/main/section_812377294/tabs/tab_61705099_copy_298665386/text_copy.multi.stream/1742905719637/d469749711efb88eb61e60dcf29d8c1e97e57b4b/shell-annual-report-2016.pdf,2026-04-16,01_raw_sources/shell/annual_reports/shell_2016_annual_report.pdf,01_raw_sources/shell/annual_reports/shell_2016_annual_report.pdf,02_extracted_text/shell/shell_2016_annual_report.txt,Official Shell annual report archive PDF; downloaded 3059669 bytes.
shell,Oil & gas / energy,2017,Shell Annual Report and Accounts 2017,annual_report_pdf,Shell Investor Relations,https://www.shell.com/investors/results-and-reporting/annual-report-archive/_jcr_content/root/main/section_812377294/tabs/tab_61705099_copy_311777559/text_copy.multi.stream/1742905721156/d5cefaebb1db5459377daadd45d85fb805b6c957/shell-annual-report-2017.pdf,2026-04-16,01_raw_sources/shell/annual_reports/shell_2017_annual_report.pdf,01_raw_sources/shell/annual_reports/shell_2017_annual_report.pdf,02_extracted_text/shell/shell_2017_annual_report.txt,Official Shell annual report archive PDF; downloaded 10836430 bytes.
shell,Oil & gas / energy,2018,Shell Annual Report and Accounts 2018,annual_report_pdf,Shell Investor Relations,https://www.shell.com/investors/results-and-reporting/annual-report-archive/_jcr_content/root/main/section_812377294/tabs/tab_61705099_copy_579650462/text.multi.stream/1742905607084/dac9fae46b135df3789722f19e0b9cc5b6d282a4/shell-annual-report-2018.pdf,2026-04-16,01_raw_sources/shell/annual_reports/shell_2018_annual_report.pdf,01_raw_sources/shell/annual_reports/shell_2018_annual_report.pdf,02_extracted_text/shell/shell_2018_annual_report.txt,Official Shell annual report archive PDF; downloaded 12211398 bytes.
shell,Oil & gas / energy,2019,Shell Annual Report and Accounts 2019,annual_report_pdf,Shell Investor Relations,https://www.shell.com/investors/results-and-reporting/annual-report-archive/_jcr_content/root/main/section_812377294/tabs/tab_61705099_copy/text.multi.stream/1742905535559/8c8164754553b82936622a42fd542a06a7a717f8/shell-annual-report-2019.pdf,2026-04-16,01_raw_sources/shell/annual_reports/shell_2019_annual_report.pdf,01_raw_sources/shell/annual_reports/shell_2019_annual_report.pdf,02_extracted_text/shell/shell_2019_annual_report.txt,Official Shell annual report archive PDF; downloaded 12895101 bytes.
shell,Oil & gas / energy,2020,Shell Annual Report and Accounts 2020,annual_report_pdf,Shell Investor Relations,https://www.shell.com/investors/results-and-reporting/annual-report-archive/_jcr_content/root/main/section_812377294/tabs/tab_61705099/text.multi.stream/1742905483000/46170ccf92a7a52ea02ed46c8a94770928c69208/shell-annual-report-2020.pdf,2026-04-16,01_raw_sources/shell/annual_reports/shell_2020_annual_report.pdf,01_raw_sources/shell/annual_reports/shell_2020_annual_report.pdf,02_extracted_text/shell/shell_2020_annual_report.txt,Official Shell annual report archive PDF; downloaded 6268740 bytes.
shell,Oil & gas / energy,2021,Shell Annual Report and Accounts 2021,annual_report_pdf,Shell Investor Relations,https://www.shell.com/investors/results-and-reporting/annual-report-archive/_jcr_content/root/main/section_812377294/tabs/tab_338953895/text.multi.stream/1742905417223/ddb70e54fdb262fa1e81db12f2d92233672f779d/shell-annual-report-2021.pdf,2026-04-16,01_raw_sources/shell/annual_reports/shell_2021_annual_report.pdf,01_raw_sources/shell/annual_reports/shell_2021_annual_report.pdf,02_extracted_text/shell/shell_2021_annual_report.txt,Official Shell annual report archive PDF; downloaded 7580214 bytes.
shell,Oil & gas / energy,2022,Shell Annual Report and Accounts 2022,annual_report_pdf,Shell Investor Relations,https://www.shell.com/investors/results-and-reporting/annual-report-archive/_jcr_content/root/main/section_812377294/tabs/tab_1219767661/text.multi.stream/1742905354181/24ff673614687df7a13f18ce0cbd126cd73bc788/shell-annual-report-2022.pdf,2026-04-16,01_raw_sources/shell/annual_reports/shell_2022_annual_report.pdf,01_raw_sources/shell/annual_reports/shell_2022_annual_report.pdf,02_extracted_text/shell/shell_2022_annual_report.txt,Official Shell annual report archive PDF; downloaded 15579386 bytes.
shell,Oil & gas / energy,2023,Shell Annual Report and Accounts 2023,annual_report_pdf,Shell Investor Relations,https://www.shell.com/investors/results-and-reporting/annual-report-archive/_jcr_content/root/main/section_812377294/tabs/tab/text.multi.stream/1742905301176/ce28b952e201476287788cfcf35406e464f9785c/shell-annual-report-2023.pdf,2026-04-16,01_raw_sources/shell/annual_reports/shell_2023_annual_report.pdf,01_raw_sources/shell/annual_reports/shell_2023_annual_report.pdf,02_extracted_text/shell/shell_2023_annual_report.txt,Official Shell annual report archive PDF; downloaded 18240010 bytes.
shell,Oil & gas / energy,2024,Shell Annual Report and Accounts 2024,annual_report_pdf,Shell Investor Relations,https://www.shell.com/investors/results-and-reporting/annual-report-archive/_jcr_content/root/main/section_812377294/tabs/tab_copy/text.multi.stream/1752580693041/6c20b8111738b9a590ba145f0d1c4fa0e530dae0/shell-annual-report-2024.pdf,2026-04-16,01_raw_sources/shell/annual_reports/shell_2024_annual_report.pdf,01_raw_sources/shell/annual_reports/shell_2024_annual_report.pdf,02_extracted_text/shell/shell_2024_annual_report.txt,Official Shell annual report archive PDF; downloaded 13975168 bytes.
shell,Oil & gas / energy,2025,Shell Annual Report and Accounts 2025,annual_report_pdf,Shell Investor Relations,https://www.shell.com/investors/results-and-reporting/annual-report-archive/_jcr_content/root/main/section_812377294/tabs/tab_copy_copy/text.multi.stream/1774544186011/5727c329a58b5eb7a54442c0a03f562a5aef1159/shell-annual-report-2025-interactive.pdf,2026-04-16,01_raw_sources/shell/annual_reports/shell_2025_annual_report.pdf,01_raw_sources/shell/annual_reports/shell_2025_annual_report.pdf,02_extracted_text/shell/shell_2025_annual_report.txt,Official Shell annual report archive PDF; downloaded 20706059 bytes.
shell,Oil & gas / energy,archive,Shell annual reports archive,investor_archive_page,Shell Investor Relations,https://www.shell.com/investors/results-and-reporting/annual-report-archive.html,2026-04-16,01_raw_sources/shell/investor_pages/shell_annual_report_archive.html,,,Archive page; already exists; model JSON: already exists.
wipo,Industry source,2025,WIPO Global Innovation Index 2025 - Global Innovation Tracker,benchmark_source,WIPO,https://www.wipo.int/web-publications/global-innovation-index-2025/en/global-innovation-tracker.html,2026-04-16,01_raw_sources/industry_sources/wipo/wipo_2025.html,,02_extracted_text/industry_sources/wipo_2025.txt,Benchmark/supporting source requested by user; already exists.
